time,Frequency(Kmph),Weight(Kg),fiber1_sensor1,Temperature,change in Bragg Wavelength
25,30,5,1539.614,86.37420288,1.18E-09
25.01,30,5,1539.6132,86.31544492,1.18E-09
25.02,30,5,1539.6136,86.3448239,1.18E-09
25.03,30,5,1539.6134,86.33013441,1.18E-09
25.04,30,5,1539.6134,86.33013441,1.18E-09
25.05,30,5,1539.613,86.30075543,1.18E-09
25.06,30,5,1539.6139,86.36685814,1.18E-09
25.07,30,5,1539.6121,86.23465272,1.17E-09
25.08,30,5,1539.6113,86.17589476,1.17E-09
25.09,30,5,1539.6103,86.10244731,1.17E-09
25.1,30,5,1539.6087,85.98493139,1.17E-09
25.11,30,5,1539.6094,86.0363446,1.17E-09
25.12,30,5,1539.6094,86.0363446,1.17E-09
25.13,30,5,1539.6097,86.05837884,1.17E-09
25.14,30,5,1539.6119,86.21996323,1.17E-09
25.15,30,5,1539.6143,86.39623712,1.18E-09
25.16,30,5,1539.6129,86.29341068,1.17E-09
25.17,30,5,1539.6132,86.31544492,1.18E-09
25.18,30,5,1539.6159,86.51375304,1.18E-09
25.19,30,5,1539.6176,86.63861371,1.18E-09
25.2,30,5,1539.6187,86.7194059,1.18E-09
25.21,30,5,1539.6163,86.54313202,1.18E-09
25.22,30,5,1539.6149,86.44030559,1.18E-09
25.23,30,5,1539.6166,86.56516625,1.18E-09
25.24,30,5,1539.6192,86.75612963,1.18E-09
25.25,30,5,1539.622,86.96178249,1.18E-09
25.26,30,5,1539.6241,87.11602214,1.19E-09
25.27,30,5,1539.6243,87.13071163,1.19E-09
25.28,30,5,1539.6251,87.18946959,1.19E-09
25.29,30,5,1539.6247,87.16009061,1.19E-09
25.3,30,5,1539.6245,87.14540112,1.19E-09
25.31,30,5,1539.6262,87.27026179,1.19E-09
25.32,30,5,1539.6265,87.29229602,1.19E-09
25.33,30,5,1539.627,87.32901975,1.19E-09
25.34,30,5,1539.6253,87.20415908,1.19E-09
25.35,30,5,1539.624,87.1086774,1.19E-09
25.36,30,5,1539.6221,86.96912724,1.18E-09
25.37,30,5,1539.621,86.88833504,1.18E-09
25.38,30,5,1539.6203,86.83692183,1.18E-09
25.39,30,5,1539.6183,86.69002692,1.18E-09
25.4,30,5,1539.6154,86.47702931,1.18E-09
25.41,30,5,1539.6135,86.33747916,1.18E-09
25.42,30,5,1539.6129,86.29341068,1.17E-09
25.43,30,5,1539.6134,86.33013441,1.18E-09
25.44,30,5,1539.6141,86.38154763,1.18E-09
25.45,30,5,1539.6145,86.41092661,1.18E-09
25.46,30,5,1539.6152,86.46233982,1.18E-09
25.47,30,5,1539.616,86.52109778,1.18E-09
25.48,30,5,1539.616,86.52109778,1.18E-09
25.49,30,5,1539.6142,86.38889237,1.18E-09
25.5,30,5,1539.6151,86.45499508,1.18E-09
25.51,30,5,1539.6166,86.56516625,1.18E-09
25.52,30,5,1539.6182,86.68268218,1.18E-09
25.53,30,5,1539.6205,86.85161132,1.18E-09
25.54,30,5,1539.6233,87.05726418,1.19E-09
25.55,30,5,1539.6246,87.15274587,1.19E-09
25.56,30,5,1539.6261,87.26291704,1.19E-09
25.57,30,5,1539.6284,87.43184618,1.19E-09
25.58,30,5,1539.6306,87.59343057,1.19E-09
25.59,30,5,1539.6305,87.58608583,1.19E-09
25.6,30,5,1539.629,87.47591465,1.19E-09
25.61,30,5,1539.6276,87.37308822,1.19E-09
25.62,30,5,1539.6271,87.33636449,1.19E-09
25.63,30,5,1539.6246,87.15274587,1.19E-09
25.64,30,5,1539.6234,87.06460892,1.19E-09
25.65,30,5,1539.6213,86.91036928,1.18E-09
25.66,30,5,1539.6203,86.83692183,1.18E-09
25.67,30,5,1539.6184,86.69737167,1.18E-09
25.68,30,5,1539.6191,86.74878488,1.18E-09
25.69,30,5,1539.6191,86.74878488,1.18E-09
25.7,30,5,1539.6182,86.68268218,1.18E-09
25.71,30,5,1539.618,86.66799269,1.18E-09
25.72,30,5,1539.6174,86.62392422,1.18E-09
25.73,30,5,1539.6167,86.572511,1.18E-09
25.74,30,5,1539.6171,86.60188998,1.18E-09
25.75,30,5,1539.6181,86.67533743,1.18E-09
25.76,30,5,1539.6178,86.6533032,1.18E-09
25.77,30,5,1539.6161,86.52844253,1.18E-09
25.78,30,5,1539.6165,86.55782151,1.18E-09
25.79,30,5,1539.6192,86.75612963,1.18E-09
25.8,30,5,1539.6224,86.99116147,1.18E-09
25.81,30,5,1539.6236,87.07929841,1.19E-09
25.82,30,5,1539.6248,87.16743536,1.19E-09
25.83,30,5,1539.6236,87.07929841,1.19E-09
25.84,30,5,1539.6245,87.14540112,1.19E-09
25.85,30,5,1539.6263,87.27760653,1.19E-09
25.86,30,5,1539.6269,87.321675,1.19E-09
25.87,30,5,1539.6272,87.34370924,1.19E-09
25.88,30,5,1539.6268,87.31433026,1.19E-09
25.89,30,5,1539.6265,87.29229602,1.19E-09
25.9,30,5,1539.6264,87.28495128,1.19E-09
25.91,30,5,1539.6249,87.1747801,1.19E-09
25.92,30,5,1539.6242,87.12336689,1.19E-09
25.93,30,5,1539.6231,87.04257469,1.19E-09
25.94,30,5,1539.6222,86.97647198,1.18E-09
25.95,30,5,1539.621,86.88833504,1.18E-09
25.96,30,5,1539.6208,86.87364555,1.18E-09
25.97,30,5,1539.6204,86.84426657,1.18E-09
25.98,30,5,1539.6201,86.82223233,1.18E-09
25.99,30,5,1539.6212,86.90302453,1.18E-09
26,30,5,1539.622,86.96178249,1.18E-09
26.01,30,5,1539.62,86.81488759,1.18E-09
26.02,30,5,1539.6193,86.76347437,1.18E-09
26.03,30,5,1539.6189,86.73409539,1.18E-09
26.04,30,5,1539.6197,86.79285335,1.18E-09
26.05,30,5,1539.6197,86.79285335,1.18E-09
26.06,30,5,1539.6218,86.947093,1.18E-09
26.07,30,5,1539.6252,87.19681434,1.19E-09
26.08,30,5,1539.6273,87.35105399,1.19E-09
26.09,30,5,1539.6302,87.56405159,1.19E-09
26.1,30,5,1539.6323,87.71829124,1.19E-09
26.11,30,5,1539.6351,87.92394411,1.20E-09
26.12,30,5,1539.6377,88.11490748,1.20E-09
26.13,30,5,1539.6399,88.27649187,1.20E-09
26.14,30,5,1539.6426,88.47479999,1.20E-09
26.15,30,5,1539.6436,88.54824744,1.21E-09
26.16,30,5,1539.6423,88.45276576,1.20E-09
26.17,30,5,1539.6419,88.42338678,1.20E-09
26.18,30,5,1539.6429,88.49683423,1.20E-09
26.19,30,5,1539.6444,88.6070054,1.21E-09
26.2,30,5,1539.645,88.65107388,1.21E-09
26.21,30,5,1539.6459,88.71717658,1.21E-09
26.22,30,5,1539.6428,88.48948948,1.20E-09
26.23,30,5,1539.6432,88.51886846,1.21E-09
26.24,30,5,1539.6449,88.64372913,1.21E-09
26.25,30,5,1539.6462,88.73921082,1.21E-09
26.26,30,5,1539.6457,88.70248709,1.21E-09
26.27,30,5,1539.6445,88.61435015,1.21E-09
26.28,30,5,1539.6458,88.70983184,1.21E-09
26.29,30,5,1539.6464,88.75390031,1.21E-09
26.3,30,5,1539.6459,88.71717658,1.21E-09
26.31,30,5,1539.6455,88.6877976,1.21E-09
26.32,30,5,1539.6451,88.65841862,1.21E-09
26.33,30,5,1539.6455,88.6877976,1.21E-09
26.34,30,5,1539.6469,88.79062403,1.21E-09
26.35,30,5,1539.6485,88.90813996,1.21E-09
26.36,30,5,1539.6476,88.84203725,1.21E-09
26.37,30,5,1539.6463,88.74655556,1.21E-09
26.38,30,5,1539.6475,88.8346925,1.21E-09
26.39,30,5,1539.647,88.79796878,1.21E-09
26.4,30,5,1539.6418,88.41604203,1.20E-09
26.41,30,5,1539.6405,88.32056034,1.20E-09
26.42,30,5,1539.6406,88.32790509,1.20E-09
26.43,30,5,1539.6423,88.45276576,1.20E-09
26.44,30,5,1539.6446,88.62169489,1.21E-09
26.45,30,5,1539.6449,88.64372913,1.21E-09
26.46,30,5,1539.6452,88.66576337,1.21E-09
26.47,30,5,1539.6459,88.71717658,1.21E-09
26.48,30,5,1539.6471,88.80531352,1.21E-09
26.49,30,5,1539.6484,88.90079521,1.21E-09
26.5,30,5,1539.6487,88.92282945,1.21E-09
26.51,30,5,1539.6481,88.87876097,1.21E-09
26.52,30,5,1539.6475,88.8346925,1.21E-09
26.53,30,5,1539.6482,88.88610572,1.21E-09
26.54,30,5,1539.649,88.94486368,1.21E-09
26.55,30,5,1539.6505,89.05503486,1.21E-09
26.56,30,5,1539.6509,89.08441384,1.21E-09
26.57,30,5,1539.6497,88.9962769,1.21E-09
26.58,30,5,1539.6508,89.07706909,1.21E-09
26.59,30,5,1539.6508,89.07706909,1.21E-09
26.6,30,5,1539.6501,89.02565588,1.21E-09
26.61,30,5,1539.6514,89.12113756,1.21E-09
26.62,30,5,1539.6515,89.12848231,1.21E-09
26.63,30,5,1539.6517,89.1431718,1.21E-09
26.64,30,5,1539.6521,89.17255078,1.21E-09
26.65,30,5,1539.6526,89.20927451,1.21E-09
26.66,30,5,1539.652,89.16520604,1.21E-09
26.67,30,5,1539.6528,89.223964,1.21E-09
26.68,30,5,1539.6533,89.26068772,1.22E-09
26.69,30,5,1539.6523,89.18724027,1.21E-09
26.7,30,5,1539.6509,89.08441384,1.21E-09
26.71,30,5,1539.6499,89.01096639,1.21E-09
26.72,30,5,1539.6495,88.98158741,1.21E-09
26.73,30,5,1539.6501,89.02565588,1.21E-09
26.74,30,5,1539.65,89.01831113,1.21E-09
26.75,30,5,1539.6509,89.08441384,1.21E-09
26.76,30,5,1539.6522,89.17989553,1.21E-09
26.77,30,5,1539.6527,89.21661925,1.21E-09
26.78,30,5,1539.6516,89.13582705,1.21E-09
26.79,30,5,1539.6492,88.95955317,1.21E-09
26.8,30,5,1539.649,88.94486368,1.21E-09
26.81,30,5,1539.6496,88.98893215,1.21E-09
26.82,30,5,1539.6492,88.95955317,1.21E-09
26.83,30,5,1539.6477,88.84938199,1.21E-09
26.84,30,5,1539.6495,88.98158741,1.21E-09
26.85,30,5,1539.6495,88.98158741,1.21E-09
26.86,30,5,1539.6495,88.98158741,1.21E-09
26.87,30,5,1539.6519,89.15786129,1.21E-09
26.88,30,5,1539.6532,89.25334298,1.22E-09
26.89,30,5,1539.654,89.31210094,1.22E-09
26.9,30,5,1539.6541,89.31944568,1.22E-09
26.91,30,5,1539.653,89.23865349,1.22E-09
26.92,30,5,1539.6529,89.23130874,1.21E-09
26.93,30,5,1539.652,89.16520604,1.21E-09
26.94,30,5,1539.6518,89.15051655,1.21E-09
26.95,30,5,1539.6532,89.25334298,1.22E-09
26.96,30,5,1539.6559,89.4516511,1.22E-09
26.97,30,5,1539.6572,89.54713278,1.22E-09
26.98,30,5,1539.6591,89.68668294,1.22E-09
26.99,30,5,1539.6596,89.72340667,1.22E-09
27,30,5,1539.661,89.8262331,1.22E-09
27.01,30,5,1539.6601,89.76013039,1.22E-09
27.02,30,5,1539.6608,89.81154361,1.22E-09
27.03,30,5,1539.6631,89.98047275,1.23E-09
27.04,30,5,1539.6666,90.23753883,1.23E-09
27.05,30,5,1539.6691,90.42115746,1.23E-09
27.06,30,5,1539.6704,90.51663914,1.23E-09
27.07,30,5,1539.6722,90.64884455,1.23E-09
27.08,30,5,1539.6745,90.81777369,1.24E-09
27.09,30,5,1539.6777,91.05280554,1.24E-09
27.1,30,5,1539.6802,91.23642417,1.24E-09
27.11,30,5,1539.6826,91.41269805,1.24E-09
27.12,30,5,1539.6851,91.59631668,1.25E-09
27.13,30,5,1539.686,91.66241938,1.25E-09
27.14,30,5,1539.6853,91.61100617,1.25E-09
27.15,30,5,1539.6845,91.55224821,1.25E-09
27.16,30,5,1539.6836,91.4861455,1.25E-09
27.17,30,5,1539.6835,91.47880076,1.25E-09
27.18,30,5,1539.6834,91.47145601,1.25E-09
27.19,30,5,1539.6839,91.50817974,1.25E-09
27.2,30,5,1539.6825,91.4053533,1.24E-09
27.21,30,5,1539.6798,91.20704519,1.24E-09
27.22,30,5,1539.6797,91.19970044,1.24E-09
27.23,30,5,1539.6807,91.27314789,1.24E-09
27.24,30,5,1539.6806,91.26580315,1.24E-09
27.25,30,5,1539.6798,91.20704519,1.24E-09
27.26,30,5,1539.6796,91.1923557,1.24E-09
27.27,30,5,1539.6805,91.2584584,1.24E-09
27.28,30,5,1539.6805,91.2584584,1.24E-09
27.29,30,5,1539.6798,91.20704519,1.24E-09
27.3,30,5,1539.6811,91.30252687,1.24E-09
27.31,30,5,1539.6818,91.35394009,1.24E-09
27.32,30,5,1539.68,91.22173468,1.24E-09
27.33,30,5,1539.6793,91.17032146,1.24E-09
27.34,30,5,1539.6788,91.13359773,1.24E-09
27.35,30,5,1539.6773,91.02342656,1.24E-09
27.36,30,5,1539.6779,91.06749503,1.24E-09
27.37,30,5,1539.6766,90.97201334,1.24E-09
27.38,30,5,1539.6749,90.84715267,1.24E-09
27.39,30,5,1539.6743,90.8030842,1.24E-09
27.4,30,5,1539.6736,90.75167099,1.24E-09
27.41,30,5,1539.6726,90.67822354,1.23E-09
27.42,30,5,1539.674,90.78104997,1.24E-09
27.43,30,5,1539.674,90.78104997,1.24E-09
27.44,30,5,1539.6742,90.79573946,1.24E-09
27.45,30,5,1539.6713,90.58274185,1.23E-09
27.46,30,5,1539.6697,90.46522593,1.23E-09
27.47,30,5,1539.6712,90.5753971,1.23E-09
27.48,30,5,1539.6723,90.6561893,1.23E-09
27.49,30,5,1539.6718,90.61946557,1.23E-09
27.5,30,5,1539.6732,90.72229201,1.24E-09
27.51,30,5,1539.6741,90.78839471,1.24E-09
27.52,30,5,1539.6727,90.68556828,1.23E-09
27.53,30,5,1539.6716,90.60477608,1.23E-09
27.54,30,5,1539.6677,90.31833102,1.23E-09
27.55,30,5,1539.6666,90.23753883,1.23E-09
27.56,30,5,1539.667,90.26691781,1.23E-09
27.57,30,5,1539.6684,90.36974424,1.23E-09
27.58,30,5,1539.6683,90.36239949,1.23E-09
27.59,30,5,1539.6707,90.53867338,1.23E-09
27.6,30,5,1539.6717,90.61212083,1.23E-09
27.61,30,5,1539.6707,90.53867338,1.23E-09
27.62,30,5,1539.671,90.56070761,1.23E-09
27.63,30,5,1539.6728,90.69291303,1.23E-09
27.64,30,5,1539.6747,90.83246318,1.24E-09
27.65,30,5,1539.6763,90.94997911,1.24E-09
27.66,30,5,1539.6764,90.95732385,1.24E-09
27.67,30,5,1539.6785,91.1115635,1.24E-09
27.68,30,5,1539.68,91.22173468,1.24E-09
27.69,30,5,1539.6794,91.1776662,1.24E-09
27.7,30,5,1539.6751,90.86184216,1.24E-09
27.71,30,5,1539.6725,90.67087879,1.23E-09
27.72,30,5,1539.6715,90.59743134,1.23E-09
27.73,30,5,1539.6718,90.61946557,1.23E-09
27.74,30,5,1539.6741,90.78839471,1.24E-09
27.75,30,5,1539.6774,91.0307713,1.24E-09
27.76,30,5,1539.6802,91.23642417,1.24E-09
27.77,30,5,1539.6819,91.36128483,1.24E-09
27.78,30,5,1539.6839,91.50817974,1.25E-09
27.79,30,5,1539.6853,91.61100617,1.25E-09
27.8,30,5,1539.6851,91.59631668,1.25E-09
27.81,30,5,1539.6841,91.52286923,1.25E-09
27.82,30,5,1539.684,91.51552448,1.25E-09
27.83,30,5,1539.6857,91.64038515,1.25E-09
27.84,30,5,1539.6864,91.69179836,1.25E-09
27.85,30,5,1539.6868,91.72117735,1.25E-09
27.86,30,5,1539.687,91.73586684,1.25E-09
27.87,30,5,1539.6884,91.83869327,1.25E-09
27.88,30,5,1539.6872,91.75055633,1.25E-09
27.89,30,5,1539.6873,91.75790107,1.25E-09
27.9,30,5,1539.6886,91.85338276,1.25E-09
27.91,30,5,1539.6896,91.92683021,1.25E-09
27.92,30,5,1539.6912,92.04434613,1.25E-09
27.93,30,5,1539.6908,92.01496715,1.25E-09
27.94,30,5,1539.6919,92.09575935,1.25E-09
27.95,30,5,1539.6938,92.23530951,1.26E-09
27.96,30,5,1539.6939,92.24265425,1.26E-09
27.97,30,5,1539.6948,92.30875696,1.26E-09
27.98,30,5,1539.696,92.3968939,1.26E-09
27.99,30,5,1539.6963,92.41892813,1.26E-09
28,30,5,1539.6967,92.44830711,1.26E-09
28.01,30,5,1539.6937,92.22796476,1.26E-09
28.02,30,5,1539.694,92.249999,1.26E-09
28.03,30,5,1539.6949,92.3161017,1.26E-09
28.04,30,5,1539.6938,92.23530951,1.26E-09
28.05,30,5,1539.6946,92.29406747,1.26E-09
28.06,30,5,1539.6942,92.26468849,1.26E-09
28.07,30,5,1539.6922,92.11779358,1.25E-09
28.08,30,5,1539.6903,91.97824343,1.25E-09
28.09,30,5,1539.6877,91.78728005,1.25E-09
28.1,30,5,1539.6885,91.84603801,1.25E-09
28.11,30,5,1539.6874,91.76524582,1.25E-09
28.12,30,5,1539.6862,91.67710887,1.25E-09
28.13,30,5,1539.6864,91.69179836,1.25E-09
28.14,30,5,1539.6843,91.53755872,1.25E-09
28.15,30,5,1539.6841,91.52286923,1.25E-09
28.16,30,5,1539.6846,91.55959295,1.25E-09
28.17,30,5,1539.6858,91.64772989,1.25E-09
28.18,30,5,1539.6879,91.80196954,1.25E-09
28.19,30,5,1539.6895,91.91948546,1.25E-09
28.2,30,5,1539.6896,91.92683021,1.25E-09
28.21,30,5,1539.6897,91.93417495,1.25E-09
28.22,30,5,1539.6884,91.83869327,1.25E-09
28.23,30,5,1539.6883,91.83134852,1.25E-09
28.24,30,5,1539.6884,91.83869327,1.25E-09
28.25,30,5,1539.6878,91.7946248,1.25E-09
28.26,30,5,1539.6852,91.60366142,1.25E-09
28.27,30,5,1539.6851,91.59631668,1.25E-09
28.28,30,5,1539.6841,91.52286923,1.25E-09
28.29,30,5,1539.6823,91.39066381,1.24E-09
28.3,30,5,1539.6814,91.32456111,1.24E-09
28.31,30,5,1539.6817,91.34659534,1.24E-09
28.32,30,5,1539.6816,91.3392506,1.24E-09
28.33,30,5,1539.6811,91.30252687,1.24E-09
28.34,30,5,1539.6808,91.28049264,1.24E-09
28.35,30,5,1539.6811,91.30252687,1.24E-09
28.36,30,5,1539.6803,91.24376891,1.24E-09
28.37,30,5,1539.6804,91.25111366,1.24E-09
28.38,30,5,1539.6785,91.1115635,1.24E-09
28.39,30,5,1539.6766,90.97201334,1.24E-09
28.4,30,5,1539.6742,90.79573946,1.24E-09
28.41,30,5,1539.6728,90.69291303,1.23E-09
28.42,30,5,1539.6744,90.81042895,1.24E-09
28.43,30,5,1539.6765,90.9646686,1.24E-09
28.44,30,5,1539.6771,91.00873707,1.24E-09
28.45,30,5,1539.6764,90.95732385,1.24E-09
28.46,30,5,1539.6753,90.87653165,1.24E-09
28.47,30,5,1539.6744,90.81042895,1.24E-09
28.48,30,5,1539.6764,90.95732385,1.24E-09
28.49,30,5,1539.6798,91.20704519,1.24E-09
28.5,30,5,1539.6832,91.45676652,1.25E-09
28.51,30,5,1539.686,91.66241938,1.25E-09
28.52,30,5,1539.6876,91.77993531,1.25E-09
28.53,30,5,1539.6894,91.91214072,1.25E-09
28.54,30,5,1539.6891,91.89010648,1.25E-09
28.55,30,5,1539.69,91.95620919,1.25E-09
28.56,30,5,1539.6919,92.09575935,1.25E-09
28.57,30,5,1539.6943,92.27203323,1.26E-09
28.58,30,5,1539.6959,92.38954915,1.26E-09
28.59,30,5,1539.6955,92.36017017,1.26E-09
28.6,30,5,1539.6954,92.35282543,1.26E-09
28.61,30,5,1539.6971,92.4776861,1.26E-09
28.62,30,5,1539.6978,92.52909931,1.26E-09
28.63,30,5,1539.6964,92.42627288,1.26E-09
28.64,30,5,1539.6964,92.42627288,1.26E-09
28.65,30,5,1539.6976,92.51440982,1.26E-09
28.66,30,5,1539.6979,92.53644406,1.26E-09
28.67,30,5,1539.6963,92.41892813,1.26E-09
28.68,30,5,1539.6943,92.27203323,1.26E-09
28.69,30,5,1539.692,92.10310409,1.25E-09
28.7,30,5,1539.6912,92.04434613,1.25E-09
28.71,30,5,1539.6907,92.00762241,1.25E-09
28.72,30,5,1539.6911,92.03700139,1.25E-09
28.73,30,5,1539.6908,92.01496715,1.25E-09
28.74,30,5,1539.69,91.95620919,1.25E-09
28.75,30,5,1539.6881,91.81665903,1.25E-09
28.76,30,5,1539.6878,91.7946248,1.25E-09
28.77,30,5,1539.6886,91.85338276,1.25E-09
28.78,30,5,1539.6876,91.77993531,1.25E-09
28.79,30,5,1539.6878,91.7946248,1.25E-09
28.8,30,5,1539.6867,91.7138326,1.25E-09
28.81,30,5,1539.6855,91.62569566,1.25E-09
28.82,30,5,1539.685,91.58897193,1.25E-09
28.83,30,5,1539.6856,91.6330404,1.25E-09
28.84,30,5,1539.6846,91.55959295,1.25E-09
28.85,30,5,1539.6843,91.53755872,1.25E-09
28.86,30,5,1539.6827,91.42004279,1.24E-09
28.87,30,5,1539.6798,91.20704519,1.24E-09
28.88,30,5,1539.6797,91.19970044,1.24E-09
28.89,30,5,1539.6791,91.15563197,1.24E-09
28.9,30,5,1539.6787,91.12625299,1.24E-09
28.91,30,5,1539.6787,91.12625299,1.24E-09
28.92,30,5,1539.6794,91.1776662,1.24E-09
28.93,30,5,1539.6824,91.39800856,1.24E-09
28.94,30,5,1539.6851,91.59631668,1.25E-09
28.95,30,5,1539.6867,91.7138326,1.25E-09
28.96,30,5,1539.688,91.80931429,1.25E-09
28.97,30,5,1539.6882,91.82400378,1.25E-09
28.98,30,5,1539.6898,91.9415197,1.25E-09
28.99,30,5,1539.6879,91.80196954,1.25E-09
29,30,5,1539.6876,91.77993531,1.25E-09
29.01,30,5,1539.688,91.80931429,1.25E-09
29.02,30,5,1539.6891,91.89010648,1.25E-09
29.03,30,5,1539.6917,92.08106986,1.25E-09
29.04,30,5,1539.6936,92.22062002,1.26E-09
29.05,30,5,1539.6952,92.33813594,1.26E-09
29.06,30,5,1539.6966,92.44096237,1.26E-09
29.07,30,5,1539.7001,92.69802845,1.26E-09
29.08,30,5,1539.7007,92.74209692,1.26E-09
29.09,30,5,1539.6997,92.66864947,1.26E-09
29.1,30,5,1539.6996,92.66130472,1.26E-09
29.11,30,5,1539.7011,92.7714759,1.26E-09
29.12,30,5,1539.703,92.91102606,1.27E-09
29.13,30,5,1539.7031,92.9183708,1.27E-09
29.14,30,5,1539.7061,93.13871316,1.27E-09
29.15,30,5,1539.7096,93.39577924,1.27E-09
29.16,30,5,1539.7122,93.58674261,1.27E-09
29.17,30,5,1539.7126,93.61612159,1.27E-09
29.18,30,5,1539.7129,93.63815583,1.27E-09
29.19,30,5,1539.7153,93.81442971,1.28E-09
29.2,30,5,1539.7182,94.02742732,1.28E-09
29.21,30,5,1539.7195,94.12290901,1.28E-09
29.22,30,5,1539.7182,94.02742732,1.28E-09
29.23,30,5,1539.7164,93.89522191,1.28E-09
29.24,30,5,1539.7175,93.9760141,1.28E-09
29.25,30,5,1539.7194,94.11556426,1.28E-09
29.26,30,5,1539.7225,94.34325136,1.28E-09
29.27,30,5,1539.7257,94.57828321,1.29E-09
29.28,30,5,1539.7281,94.75455709,1.29E-09
29.29,30,5,1539.7291,94.82800454,1.29E-09
29.3,30,5,1539.73,94.89410725,1.29E-09
29.31,30,5,1539.7314,94.99693368,1.29E-09
29.32,30,5,1539.7312,94.98224419,1.29E-09
29.33,30,5,1539.73,94.89410725,1.29E-09
29.34,30,5,1539.7277,94.72517811,1.29E-09
29.35,30,5,1539.7275,94.71048862,1.29E-09
29.36,30,5,1539.7292,94.83534929,1.29E-09
29.37,30,5,1539.7279,94.7398676,1.29E-09
29.38,30,5,1539.7238,94.43873305,1.29E-09
29.39,30,5,1539.7228,94.3652856,1.28E-09
29.4,30,5,1539.7227,94.35794085,1.28E-09
29.41,30,5,1539.7213,94.25511442,1.28E-09
29.42,30,5,1539.7222,94.32121713,1.28E-09
29.43,30,5,1539.7243,94.47545677,1.29E-09
29.44,30,5,1539.7247,94.50483575,1.29E-09
29.45,30,5,1539.7249,94.51952524,1.29E-09
29.46,30,5,1539.7271,94.68110964,1.29E-09
29.47,30,5,1539.7301,94.90145199,1.29E-09
29.48,30,5,1539.7327,95.09241537,1.29E-09
29.49,30,5,1539.7328,95.09976011,1.29E-09
29.5,30,5,1539.7306,94.93817572,1.29E-09
29.51,30,5,1539.731,94.9675547,1.29E-09
29.52,30,5,1539.7317,95.01896791,1.29E-09
29.53,30,5,1539.7334,95.14382858,1.30E-09
29.54,30,5,1539.7334,95.14382858,1.30E-09
29.55,30,5,1539.7327,95.09241537,1.29E-09
29.56,30,5,1539.7311,94.97489944,1.29E-09
29.57,30,5,1539.7303,94.91614148,1.29E-09
29.58,30,5,1539.7291,94.82800454,1.29E-09
29.59,30,5,1539.7288,94.80597031,1.29E-09
29.6,30,5,1539.728,94.74721234,1.29E-09
29.61,30,5,1539.7266,94.64438591,1.29E-09
29.62,30,5,1539.7259,94.5929727,1.29E-09
29.63,30,5,1539.7262,94.61500693,1.29E-09
29.64,30,5,1539.7249,94.51952524,1.29E-09
29.65,30,5,1539.724,94.45342254,1.29E-09
29.66,30,5,1539.723,94.37997509,1.29E-09
29.67,30,5,1539.7243,94.47545677,1.29E-09
29.68,30,5,1539.7245,94.49014626,1.29E-09
29.69,30,5,1539.7241,94.46076728,1.29E-09
29.7,30,5,1539.7226,94.35059611,1.28E-09
29.71,30,5,1539.7203,94.18166697,1.28E-09
29.72,30,5,1539.7206,94.2037012,1.28E-09
29.73,30,5,1539.721,94.23308018,1.28E-09
29.74,30,5,1539.7195,94.12290901,1.28E-09
29.75,30,5,1539.7188,94.07149579,1.28E-09
29.76,30,5,1539.718,94.01273783,1.28E-09
29.77,30,5,1539.7186,94.0568063,1.28E-09
29.78,30,5,1539.7196,94.13025375,1.28E-09
29.79,30,5,1539.7194,94.11556426,1.28E-09
29.8,30,5,1539.7175,93.9760141,1.28E-09
29.81,30,5,1539.7158,93.85115344,1.28E-09
29.82,30,5,1539.7159,93.85849818,1.28E-09
29.83,30,5,1539.7164,93.89522191,1.28E-09
29.84,30,5,1539.7184,94.04211681,1.28E-09
29.85,30,5,1539.7178,93.99804834,1.28E-09
29.86,30,5,1539.7163,93.88787716,1.28E-09
29.87,30,5,1539.7148,93.77770599,1.28E-09
29.88,30,5,1539.7137,93.69691379,1.28E-09
29.89,30,5,1539.712,93.57205312,1.27E-09
29.9,30,5,1539.7132,93.66019006,1.28E-09
29.91,30,5,1539.7161,93.87318767,1.28E-09
29.92,30,5,1539.719,94.08618528,1.28E-09
29.93,30,5,1539.7216,94.27714866,1.28E-09
29.94,30,5,1539.7241,94.46076728,1.29E-09
29.95,30,5,1539.7257,94.57828321,1.29E-09
29.96,30,5,1539.7285,94.78393607,1.29E-09
29.97,30,5,1539.7304,94.92348623,1.29E-09
29.98,30,5,1539.7313,94.98958893,1.29E-09
29.99,30,5,1539.7311,94.97489944,1.29E-09
30,30,5,1539.7322,95.05569164,1.29E-09
30.01,30,5,1539.7334,95.14382858,1.30E-09
30.02,30,5,1539.7332,95.12913909,1.30E-09
30.03,30,5,1539.7343,95.20993129,1.30E-09
30.04,30,5,1539.7348,95.24665501,1.30E-09
30.05,30,5,1539.7338,95.17320756,1.30E-09
30.06,30,5,1539.7352,95.27603399,1.30E-09
30.07,30,5,1539.7361,95.3421367,1.30E-09
30.08,30,5,1539.7348,95.24665501,1.30E-09
30.09,30,5,1539.7362,95.34948145,1.30E-09
30.1,30,5,1539.7369,95.40089466,1.30E-09
30.11,30,5,1539.7368,95.39354992,1.30E-09
30.12,30,5,1539.7349,95.25399976,1.30E-09
30.13,30,5,1539.7332,95.12913909,1.30E-09
30.14,30,5,1539.7325,95.07772588,1.29E-09
30.15,30,5,1539.7314,94.99693368,1.29E-09
30.16,30,5,1539.7305,94.93083097,1.29E-09
30.17,30,5,1539.7292,94.83534929,1.29E-09
30.18,30,5,1539.7297,94.87207301,1.29E-09
