time,Frequency(Kmph),Weight(Kg),fiber1_sensor1,Temperature,change in Bragg Wavelength
8.684,10,5,1539.1875,55.049,7.50E-10
8.694,10,5,1539.1876,55.056,7.50E-10
8.704,10,5,1539.1878,55.071,7.50E-10
8.714,10,5,1539.188,55.086,7.50E-10
8.724,10,5,1539.1883,55.108,7.50E-10
8.734,10,5,1539.1888,55.144,7.51E-10
8.744,10,5,1539.1892,55.174,7.51E-10
8.754,10,5,1539.1894,55.188,7.51E-10
8.764,10,5,1539.1897,55.21,7.52E-10
8.774,10,5,1539.1902,55.247,7.52E-10
8.784,10,5,1539.1907,55.284,7.53E-10
8.794,10,5,1539.1912,55.321,7.53E-10
8.804,10,5,1539.1917,55.357,7.54E-10
8.814,10,5,1539.1918,55.365,7.54E-10
8.824,10,5,1539.1916,55.35,7.54E-10
8.834,10,5,1539.1916,55.35,7.54E-10
8.844,10,5,1539.192,55.379,7.54E-10
8.854,10,5,1539.1922,55.394,7.54E-10
8.864,10,5,1539.1923,55.401,7.54E-10
8.874,10,5,1539.1924,55.409,7.54E-10
8.884,10,5,1539.1924,55.409,7.54E-10
8.894,10,5,1539.1925,55.416,7.55E-10
8.904,10,5,1539.1928,55.438,7.55E-10
8.914,10,5,1539.193,55.453,7.55E-10
8.924,10,5,1539.1934,55.482,7.55E-10
8.934,10,5,1539.1938,55.512,7.56E-10
8.944,10,5,1539.194,55.526,7.56E-10
8.954,10,5,1539.1941,55.534,7.56E-10
8.964,10,5,1539.194,55.526,7.56E-10
8.974,10,5,1539.1938,55.512,7.56E-10
8.984,10,5,1539.1936,55.497,7.56E-10
8.994,10,5,1539.1937,55.504,7.56E-10
9.004,10,5,1539.1937,55.504,7.56E-10
9.014,10,5,1539.1936,55.497,7.56E-10
9.024,10,5,1539.1935,55.49,7.56E-10
9.034,10,5,1539.1939,55.519,7.56E-10
9.044,10,5,1539.1944,55.556,7.56E-10
9.054,10,5,1539.195,55.6,7.57E-10
9.064,10,5,1539.1953,55.622,7.57E-10
9.074,10,5,1539.1954,55.629,7.57E-10
9.084,10,5,1539.1958,55.658,7.58E-10
9.094,10,5,1539.1962,55.688,7.58E-10
9.104,10,5,1539.1966,55.717,7.59E-10
9.114,10,5,1539.197,55.747,7.59E-10
9.124,10,5,1539.1973,55.769,7.59E-10
9.134,10,5,1539.1975,55.783,7.60E-10
9.144,10,5,1539.1978,55.805,7.60E-10
9.154,10,5,1539.198,55.82,7.60E-10
9.164,10,5,1539.1982,55.835,7.60E-10
9.174,10,5,1539.1984,55.849,7.60E-10
9.184,10,5,1539.1988,55.879,7.61E-10
9.194,10,5,1539.1992,55.908,7.61E-10
9.204,10,5,1539.1995,55.93,7.62E-10
9.214,10,5,1539.1996,55.938,7.62E-10
9.224,10,5,1539.2,55.967,7.62E-10
9.234,10,5,1539.2006,56.011,7.63E-10
9.244,10,5,1539.201,56.04,7.63E-10
9.254,10,5,1539.201,56.04,7.63E-10
9.264,10,5,1539.201,56.04,7.63E-10
9.274,10,5,1539.2013,56.062,7.63E-10
9.284,10,5,1539.2015,56.077,7.64E-10
9.294,10,5,1539.2017,56.092,7.64E-10
9.304,10,5,1539.202,56.114,7.64E-10
9.314,10,5,1539.2021,56.121,7.64E-10
9.324,10,5,1539.2022,56.129,7.64E-10
9.334,10,5,1539.2022,56.129,7.64E-10
9.344,10,5,1539.2026,56.158,7.65E-10
9.354,10,5,1539.2024,56.143,7.64E-10
9.364,10,5,1539.2023,56.136,7.64E-10
9.374,10,5,1539.202,56.114,7.64E-10
9.384,10,5,1539.2013,56.062,7.63E-10
9.394,10,5,1539.2001,55.974,7.62E-10
9.404,10,5,1539.199,55.894,7.61E-10
9.414,10,5,1539.1986,55.864,7.61E-10
9.424,10,5,1539.1986,55.864,7.61E-10
9.434,10,5,1539.1984,55.849,7.60E-10
9.444,10,5,1539.1985,55.857,7.61E-10
9.454,10,5,1539.1984,55.849,7.60E-10
9.464,10,5,1539.1987,55.871,7.61E-10
9.474,10,5,1539.1991,55.901,7.61E-10
9.484,10,5,1539.1995,55.93,7.62E-10
9.494,10,5,1539.1999,55.96,7.62E-10
9.504,10,5,1539.2003,55.989,7.62E-10
9.514,10,5,1539.2004,55.996,7.62E-10
9.524,10,5,1539.2005,56.004,7.63E-10
9.534,10,5,1539.2007,56.018,7.63E-10
9.544,10,5,1539.2011,56.048,7.63E-10
9.554,10,5,1539.2014,56.07,7.63E-10
9.564,10,5,1539.2018,56.099,7.64E-10
9.574,10,5,1539.2018,56.099,7.64E-10
9.584,10,5,1539.2017,56.092,7.64E-10
9.594,10,5,1539.2015,56.077,7.64E-10
9.604,10,5,1539.2014,56.07,7.63E-10
9.614,10,5,1539.2013,56.062,7.63E-10
9.624,10,5,1539.2011,56.048,7.63E-10
9.634,10,5,1539.2011,56.048,7.63E-10
9.644,10,5,1539.2009,56.033,7.63E-10
9.654,10,5,1539.2011,56.048,7.63E-10
9.664,10,5,1539.2013,56.062,7.63E-10
9.674,10,5,1539.2012,56.055,7.63E-10
9.684,10,5,1539.2013,56.062,7.63E-10
9.694,10,5,1539.2015,56.077,7.64E-10
9.704,10,5,1539.2017,56.092,7.64E-10
9.714,10,5,1539.2017,56.092,7.64E-10
9.724,10,5,1539.202,56.114,7.64E-10
9.734,10,5,1539.2025,56.151,7.65E-10
9.744,10,5,1539.2027,56.165,7.65E-10
9.754,10,5,1539.2033,56.209,7.65E-10
9.764,10,5,1539.2036,56.231,7.66E-10
9.774,10,5,1539.2035,56.224,7.66E-10
9.784,10,5,1539.2036,56.231,7.66E-10
9.794,10,5,1539.2038,56.246,7.66E-10
9.804,10,5,1539.2043,56.283,7.66E-10
9.814,10,5,1539.2049,56.327,7.67E-10
9.824,10,5,1539.205,56.334,7.67E-10
9.834,10,5,1539.2051,56.342,7.67E-10
9.844,10,5,1539.205,56.334,7.67E-10
9.854,10,5,1539.2051,56.342,7.67E-10
9.864,10,5,1539.205,56.334,7.67E-10
9.874,10,5,1539.2052,56.349,7.67E-10
9.884,10,5,1539.2053,56.356,7.67E-10
9.894,10,5,1539.2053,56.356,7.67E-10
9.904,10,5,1539.2052,56.349,7.67E-10
9.914,10,5,1539.2053,56.356,7.67E-10
9.924,10,5,1539.2058,56.393,7.68E-10
9.934,10,5,1539.2061,56.415,7.68E-10
9.944,10,5,1539.2064,56.437,7.68E-10
9.954,10,5,1539.2068,56.466,7.69E-10
9.964,10,5,1539.2068,56.466,7.69E-10
9.974,10,5,1539.2067,56.459,7.69E-10
9.984,10,5,1539.2069,56.474,7.69E-10
9.994,10,5,1539.2072,56.496,7.69E-10
10.004,10,5,1539.2075,56.518,7.70E-10
10.014,10,5,1539.2079,56.547,7.70E-10
10.024,10,5,1539.2081,56.562,7.70E-10
10.034,10,5,1539.2081,56.562,7.70E-10
10.044,10,5,1539.2084,56.584,7.70E-10
10.054,10,5,1539.2083,56.577,7.70E-10
10.064,10,5,1539.2084,56.584,7.70E-10
10.074,10,5,1539.2083,56.577,7.70E-10
10.084,10,5,1539.2078,56.54,7.70E-10
10.094,10,5,1539.207,56.481,7.69E-10
10.104,10,5,1539.2061,56.415,7.68E-10
10.114,10,5,1539.2054,56.364,7.67E-10
10.124,10,5,1539.2047,56.312,7.67E-10
10.134,10,5,1539.2045,56.297,7.67E-10
10.144,10,5,1539.2046,56.305,7.67E-10
10.154,10,5,1539.2043,56.283,7.66E-10
10.164,10,5,1539.2044,56.29,7.66E-10
10.174,10,5,1539.2048,56.32,7.67E-10
10.184,10,5,1539.2054,56.364,7.67E-10
10.194,10,5,1539.2057,56.386,7.68E-10
10.204,10,5,1539.206,56.408,7.68E-10
10.214,10,5,1539.2059,56.4,7.68E-10
10.224,10,5,1539.2063,56.43,7.68E-10
10.234,10,5,1539.207,56.481,7.69E-10
10.244,10,5,1539.2074,56.51,7.69E-10
10.254,10,5,1539.2079,56.547,7.70E-10
10.264,10,5,1539.2084,56.584,7.70E-10
10.274,10,5,1539.2086,56.599,7.71E-10
10.284,10,5,1539.2089,56.621,7.71E-10
10.294,10,5,1539.2093,56.65,7.71E-10
10.304,10,5,1539.2098,56.687,7.72E-10
10.314,10,5,1539.2101,56.709,7.72E-10
10.324,10,5,1539.2107,56.753,7.73E-10
10.334,10,5,1539.2111,56.782,7.73E-10
10.344,10,5,1539.2112,56.79,7.73E-10
10.354,10,5,1539.2114,56.804,7.73E-10
10.364,10,5,1539.2114,56.804,7.73E-10
10.374,10,5,1539.2115,56.812,7.74E-10
10.384,10,5,1539.2117,56.826,7.74E-10
10.394,10,5,1539.2118,56.834,7.74E-10
10.404,10,5,1539.212,56.848,7.74E-10
10.414,10,5,1539.2118,56.834,7.74E-10
10.424,10,5,1539.2117,56.826,7.74E-10
10.434,10,5,1539.2109,56.768,7.73E-10
10.444,10,5,1539.2106,56.746,7.73E-10
10.454,10,5,1539.2103,56.723,7.72E-10
10.464,10,5,1539.2102,56.716,7.72E-10
10.474,10,5,1539.2103,56.723,7.72E-10
10.484,10,5,1539.2105,56.738,7.73E-10
10.494,10,5,1539.2109,56.768,7.73E-10
10.504,10,5,1539.2112,56.79,7.73E-10
10.514,10,5,1539.2118,56.834,7.74E-10
10.524,10,5,1539.2123,56.87,7.74E-10
10.534,10,5,1539.2125,56.885,7.75E-10
10.544,10,5,1539.2128,56.907,7.75E-10
10.554,10,5,1539.2129,56.914,7.75E-10
10.564,10,5,1539.2131,56.929,7.75E-10
10.574,10,5,1539.2134,56.951,7.75E-10
10.584,10,5,1539.2134,56.951,7.75E-10
10.594,10,5,1539.2132,56.936,7.75E-10
10.604,10,5,1539.213,56.922,7.75E-10
10.614,10,5,1539.2131,56.929,7.75E-10
10.624,10,5,1539.2133,56.944,7.75E-10
10.634,10,5,1539.2131,56.929,7.75E-10
10.644,10,5,1539.2131,56.929,7.75E-10
10.654,10,5,1539.2128,56.907,7.75E-10
10.664,10,5,1539.2124,56.878,7.74E-10
10.674,10,5,1539.2124,56.878,7.74E-10
10.684,10,5,1539.2126,56.892,7.75E-10
10.694,10,5,1539.2129,56.914,7.75E-10
10.704,10,5,1539.2133,56.944,7.75E-10
10.714,10,5,1539.2137,56.973,7.76E-10
10.724,10,5,1539.2137,56.973,7.76E-10
10.734,10,5,1539.2136,56.966,7.76E-10
10.744,10,5,1539.2133,56.944,7.75E-10
10.754,10,5,1539.2127,56.9,7.75E-10
10.764,10,5,1539.2131,56.929,7.75E-10
10.774,10,5,1539.2131,56.929,7.75E-10
10.784,10,5,1539.2127,56.9,7.75E-10
10.794,10,5,1539.2124,56.878,7.74E-10
10.804,10,5,1539.2126,56.892,7.75E-10
10.814,10,5,1539.213,56.922,7.75E-10
10.824,10,5,1539.213,56.922,7.75E-10
10.834,10,5,1539.213,56.922,7.75E-10
10.844,10,5,1539.213,56.922,7.75E-10
10.854,10,5,1539.2123,56.87,7.74E-10
10.864,10,5,1539.2121,56.856,7.74E-10
10.874,10,5,1539.212,56.848,7.74E-10
10.884,10,5,1539.212,56.848,7.74E-10
10.894,10,5,1539.2119,56.841,7.74E-10
10.904,10,5,1539.212,56.848,7.74E-10
10.914,10,5,1539.2122,56.863,7.74E-10
10.924,10,5,1539.2123,56.87,7.74E-10
10.934,10,5,1539.2126,56.892,7.75E-10
10.944,10,5,1539.213,56.922,7.75E-10
10.954,10,5,1539.2137,56.973,7.76E-10
10.964,10,5,1539.2141,57.003,7.76E-10
10.974,10,5,1539.2145,57.032,7.77E-10
10.984,10,5,1539.215,57.069,7.77E-10
10.994,10,5,1539.2154,57.098,7.77E-10
11.004,10,5,1539.216,57.142,7.78E-10
11.014,10,5,1539.2165,57.179,7.79E-10
11.024,10,5,1539.2168,57.201,7.79E-10
11.034,10,5,1539.2168,57.201,7.79E-10
11.044,10,5,1539.2168,57.201,7.79E-10
11.054,10,5,1539.217,57.216,7.79E-10
11.064,10,5,1539.2173,57.238,7.79E-10
11.074,10,5,1539.2177,57.267,7.80E-10
11.084,10,5,1539.2179,57.282,7.80E-10
11.094,10,5,1539.2183,57.311,7.80E-10
11.104,10,5,1539.2186,57.333,7.81E-10
11.114,10,5,1539.2187,57.34,7.81E-10
11.124,10,5,1539.219,57.362,7.81E-10
11.134,10,5,1539.2194,57.392,7.81E-10
11.144,10,5,1539.2197,57.414,7.82E-10
11.154,10,5,1539.2198,57.421,7.82E-10
11.164,10,5,1539.2201,57.443,7.82E-10
11.174,10,5,1539.2201,57.443,7.82E-10
11.184,10,5,1539.2202,57.451,7.82E-10
11.194,10,5,1539.2204,57.465,7.82E-10
11.204,10,5,1539.2198,57.421,7.82E-10
11.214,10,5,1539.219,57.362,7.81E-10
11.224,10,5,1539.2188,57.348,7.81E-10
11.234,10,5,1539.2184,57.318,7.80E-10
11.244,10,5,1539.218,57.289,7.80E-10
11.254,10,5,1539.2181,57.296,7.80E-10
11.264,10,5,1539.2181,57.296,7.80E-10
11.274,10,5,1539.2178,57.274,7.80E-10
11.284,10,5,1539.2174,57.245,7.79E-10
11.294,10,5,1539.2171,57.223,7.79E-10
11.304,10,5,1539.2169,57.208,7.79E-10
11.314,10,5,1539.2168,57.201,7.79E-10
11.324,10,5,1539.2163,57.164,7.78E-10
11.334,10,5,1539.2159,57.135,7.78E-10
11.344,10,5,1539.2159,57.135,7.78E-10
11.354,10,5,1539.2145,57.032,7.77E-10
11.364,10,5,1539.2137,56.973,7.76E-10
11.374,10,5,1539.2134,56.951,7.75E-10
11.384,10,5,1539.2134,56.951,7.75E-10
11.394,10,5,1539.2134,56.951,7.75E-10
11.404,10,5,1539.2136,56.966,7.76E-10
11.414,10,5,1539.2138,56.981,7.76E-10
11.424,10,5,1539.2138,56.981,7.76E-10
11.434,10,5,1539.2139,56.988,7.76E-10
11.444,10,5,1539.214,56.995,7.76E-10
11.454,10,5,1539.2142,57.01,7.76E-10
11.464,10,5,1539.2143,57.017,7.76E-10
11.474,10,5,1539.2147,57.047,7.77E-10
11.484,10,5,1539.2148,57.054,7.77E-10
11.494,10,5,1539.2148,57.054,7.77E-10
11.504,10,5,1539.215,57.069,7.77E-10
11.514,10,5,1539.2152,57.083,7.77E-10
11.524,10,5,1539.2152,57.083,7.77E-10
11.534,10,5,1539.2158,57.127,7.78E-10
11.544,10,5,1539.2157,57.12,7.78E-10
11.554,10,5,1539.2158,57.127,7.78E-10
11.564,10,5,1539.2162,57.157,7.78E-10
11.574,10,5,1539.2165,57.179,7.79E-10
11.584,10,5,1539.2168,57.201,7.79E-10
11.594,10,5,1539.2172,57.23,7.79E-10
11.604,10,5,1539.2177,57.267,7.80E-10
11.614,10,5,1539.2179,57.282,7.80E-10
11.624,10,5,1539.2182,57.304,7.80E-10
11.634,10,5,1539.2186,57.333,7.81E-10
11.644,10,5,1539.2191,57.37,7.81E-10
11.654,10,5,1539.2195,57.399,7.82E-10
11.664,10,5,1539.2201,57.443,7.82E-10
11.674,10,5,1539.2205,57.473,7.83E-10
11.684,10,5,1539.2207,57.487,7.83E-10
11.694,10,5,1539.2211,57.517,7.83E-10
11.704,10,5,1539.2215,57.546,7.84E-10
11.714,10,5,1539.2218,57.568,7.84E-10
11.724,10,5,1539.2224,57.612,7.84E-10
11.734,10,5,1539.2225,57.62,7.85E-10
11.744,10,5,1539.2219,57.575,7.84E-10
11.754,10,5,1539.2215,57.546,7.84E-10
11.764,10,5,1539.2213,57.531,7.83E-10
11.774,10,5,1539.2211,57.517,7.83E-10
11.784,10,5,1539.2211,57.517,7.83E-10
11.794,10,5,1539.2211,57.517,7.83E-10
11.804,10,5,1539.221,57.509,7.83E-10
11.814,10,5,1539.221,57.509,7.83E-10
11.824,10,5,1539.221,57.509,7.83E-10
11.834,10,5,1539.2211,57.517,7.83E-10
11.844,10,5,1539.2213,57.531,7.83E-10
11.854,10,5,1539.2216,57.553,7.84E-10
11.864,10,5,1539.222,57.583,7.84E-10
11.874,10,5,1539.2222,57.597,7.84E-10
11.884,10,5,1539.2225,57.62,7.85E-10
11.894,10,5,1539.2229,57.649,7.85E-10
11.904,10,5,1539.2234,57.686,7.85E-10
11.914,10,5,1539.224,57.73,7.86E-10
11.924,10,5,1539.2239,57.722,7.86E-10
11.934,10,5,1539.2243,57.752,7.86E-10
11.944,10,5,1539.2246,57.774,7.87E-10
11.954,10,5,1539.2251,57.81,7.87E-10
11.964,10,5,1539.2255,57.84,7.88E-10
11.974,10,5,1539.2259,57.869,7.88E-10
11.984,10,5,1539.2262,57.891,7.88E-10
11.994,10,5,1539.226,57.877,7.88E-10
12.004,10,5,1539.226,57.877,7.88E-10
12.014,10,5,1539.2262,57.891,7.88E-10
12.024,10,5,1539.2266,57.921,7.89E-10
12.034,10,5,1539.227,57.95,7.89E-10
12.044,10,5,1539.2272,57.965,7.89E-10
12.054,10,5,1539.2274,57.979,7.89E-10
12.064,10,5,1539.2275,57.987,7.90E-10
12.074,10,5,1539.2277,58.001,7.90E-10
12.084,10,5,1539.228,58.023,7.90E-10
12.094,10,5,1539.2283,58.046,7.90E-10
12.104,10,5,1539.2287,58.075,7.91E-10
12.114,10,5,1539.2288,58.082,7.91E-10
12.124,10,5,1539.229,58.097,7.91E-10
12.134,10,5,1539.2292,58.112,7.91E-10
12.144,10,5,1539.2297,58.148,7.92E-10
12.154,10,5,1539.23,58.17,7.92E-10
12.164,10,5,1539.2303,58.192,7.92E-10
12.174,10,5,1539.2306,58.214,7.93E-10
12.184,10,5,1539.2307,58.222,7.93E-10
12.194,10,5,1539.231,58.244,7.93E-10
12.204,10,5,1539.2314,58.273,7.93E-10
12.214,10,5,1539.2319,58.31,7.94E-10
12.224,10,5,1539.2323,58.339,7.94E-10
12.234,10,5,1539.2326,58.361,7.95E-10
12.244,10,5,1539.2324,58.347,7.94E-10
12.254,10,5,1539.2318,58.303,7.94E-10
12.264,10,5,1539.2316,58.288,7.94E-10
12.274,10,5,1539.2319,58.31,7.94E-10
12.284,10,5,1539.2324,58.347,7.94E-10
12.294,10,5,1539.2324,58.347,7.94E-10
12.304,10,5,1539.2321,58.325,7.94E-10
12.314,10,5,1539.232,58.317,7.94E-10
12.324,10,5,1539.2319,58.31,7.94E-10
12.334,10,5,1539.2321,58.325,7.94E-10
12.344,10,5,1539.2323,58.339,7.94E-10
12.354,10,5,1539.2326,58.361,7.95E-10
12.364,10,5,1539.2329,58.383,7.95E-10
12.374,10,5,1539.2329,58.383,7.95E-10
12.384,10,5,1539.233,58.391,7.95E-10
12.394,10,5,1539.2331,58.398,7.95E-10
12.404,10,5,1539.2334,58.42,7.95E-10
12.414,10,5,1539.2337,58.442,7.96E-10
12.424,10,5,1539.2339,58.457,7.96E-10
12.434,10,5,1539.2341,58.472,7.96E-10
12.444,10,5,1539.2341,58.472,7.96E-10
12.454,10,5,1539.234,58.464,7.96E-10
12.464,10,5,1539.2343,58.486,7.96E-10
12.474,10,5,1539.2347,58.516,7.97E-10
12.484,10,5,1539.2349,58.53,7.97E-10
12.494,10,5,1539.2353,58.56,7.97E-10
12.504,10,5,1539.2353,58.56,7.97E-10
12.514,10,5,1539.2349,58.53,7.97E-10
12.524,10,5,1539.2347,58.516,7.97E-10
12.534,10,5,1539.2345,58.501,7.97E-10
12.544,10,5,1539.2346,58.508,7.97E-10
12.554,10,5,1539.2346,58.508,7.97E-10
12.564,10,5,1539.2344,58.494,7.96E-10
12.574,10,5,1539.234,58.464,7.96E-10
12.584,10,5,1539.2338,58.449,7.96E-10
12.594,10,5,1539.2341,58.472,7.96E-10
12.604,10,5,1539.2336,58.435,7.96E-10
12.614,10,5,1539.233,58.391,7.95E-10
12.624,10,5,1539.2329,58.383,7.95E-10
12.634,10,5,1539.2325,58.354,7.95E-10
12.644,10,5,1539.2324,58.347,7.94E-10
12.654,10,5,1539.2328,58.376,7.95E-10
12.664,10,5,1539.233,58.391,7.95E-10
12.674,10,5,1539.2333,58.413,7.95E-10
12.684,10,5,1539.2328,58.376,7.95E-10
12.694,10,5,1539.2319,58.31,7.94E-10
12.704,10,5,1539.2314,58.273,7.93E-10
12.714,10,5,1539.2314,58.273,7.93E-10
12.724,10,5,1539.2317,58.295,7.94E-10
12.734,10,5,1539.2318,58.303,7.94E-10
12.744,10,5,1539.2322,58.332,7.94E-10
12.754,10,5,1539.2322,58.332,7.94E-10
12.764,10,5,1539.232,58.317,7.94E-10
12.774,10,5,1539.2318,58.303,7.94E-10
12.784,10,5,1539.2317,58.295,7.94E-10
12.794,10,5,1539.2316,58.288,7.94E-10
12.804,10,5,1539.2317,58.295,7.94E-10
12.814,10,5,1539.2318,58.303,7.94E-10
12.824,10,5,1539.2316,58.288,7.94E-10
12.834,10,5,1539.2315,58.281,7.94E-10
12.844,10,5,1539.2319,58.31,7.94E-10
12.854,10,5,1539.2323,58.339,7.94E-10
12.864,10,5,1539.2325,58.354,7.95E-10
12.874,10,5,1539.2325,58.354,7.95E-10
12.884,10,5,1539.2326,58.361,7.95E-10
12.894,10,5,1539.2326,58.361,7.95E-10
12.904,10,5,1539.2329,58.383,7.95E-10
12.914,10,5,1539.2333,58.413,7.95E-10
12.924,10,5,1539.2334,58.42,7.95E-10
12.934,10,5,1539.2338,58.449,7.96E-10
12.944,10,5,1539.234,58.464,7.96E-10
12.954,10,5,1539.234,58.464,7.96E-10
12.964,10,5,1539.2342,58.479,7.96E-10
12.974,10,5,1539.2347,58.516,7.97E-10
12.984,10,5,1539.2351,58.545,7.97E-10
12.994,10,5,1539.2354,58.567,7.97E-10
13.004,10,5,1539.2358,58.596,7.98E-10
13.014,10,5,1539.2356,58.582,7.98E-10
13.024,10,5,1539.2356,58.582,7.98E-10
13.034,10,5,1539.2351,58.545,7.97E-10
13.044,10,5,1539.2349,58.53,7.97E-10
13.054,10,5,1539.2348,58.523,7.97E-10
13.064,10,5,1539.2347,58.516,7.97E-10
13.074,10,5,1539.2348,58.523,7.97E-10
13.084,10,5,1539.2345,58.501,7.97E-10
13.094,10,5,1539.2343,58.486,7.96E-10
13.104,10,5,1539.2345,58.501,7.97E-10
13.114,10,5,1539.2346,58.508,7.97E-10
13.124,10,5,1539.235,58.538,7.97E-10
13.134,10,5,1539.2352,58.552,7.97E-10
13.144,10,5,1539.2355,58.574,7.98E-10
13.154,10,5,1539.2356,58.582,7.98E-10
13.164,10,5,1539.2359,58.604,7.98E-10
13.174,10,5,1539.236,58.611,7.98E-10
13.184,10,5,1539.2362,58.626,7.98E-10
13.194,10,5,1539.2365,58.648,7.99E-10
13.204,10,5,1539.2366,58.655,7.99E-10
13.214,10,5,1539.2369,58.677,7.99E-10
13.224,10,5,1539.2373,58.707,7.99E-10
13.234,10,5,1539.2379,58.751,8.00E-10
13.244,10,5,1539.2381,58.765,8.00E-10
13.254,10,5,1539.2386,58.802,8.01E-10
13.264,10,5,1539.2384,58.787,8.00E-10
13.274,10,5,1539.2387,58.809,8.01E-10
13.284,10,5,1539.2392,58.846,8.01E-10
13.294,10,5,1539.2395,58.868,8.02E-10
13.304,10,5,1539.2399,58.898,8.02E-10
13.314,10,5,1539.2402,58.92,8.02E-10
13.324,10,5,1539.2405,58.942,8.03E-10
13.334,10,5,1539.2405,58.942,8.03E-10
13.344,10,5,1539.2406,58.949,8.03E-10
13.354,10,5,1539.2408,58.964,8.03E-10
13.364,10,5,1539.2412,58.993,8.03E-10
13.374,10,5,1539.2416,59.022,8.04E-10
13.384,10,5,1539.242,59.052,8.04E-10
13.394,10,5,1539.2422,59.066,8.04E-10
13.404,10,5,1539.2422,59.066,8.04E-10
13.414,10,5,1539.2424,59.081,8.04E-10
13.424,10,5,1539.2427,59.103,8.05E-10
13.434,10,5,1539.243,59.125,8.05E-10
13.444,10,5,1539.2435,59.162,8.06E-10
13.454,10,5,1539.2436,59.169,8.06E-10
13.464,10,5,1539.2438,59.184,8.06E-10
13.474,10,5,1539.2441,59.206,8.06E-10
13.484,10,5,1539.2443,59.221,8.06E-10
13.494,10,5,1539.2446,59.243,8.07E-10
13.504,10,5,1539.245,59.272,8.07E-10
13.514,10,5,1539.2451,59.279,8.07E-10
13.524,10,5,1539.2451,59.279,8.07E-10
13.534,10,5,1539.245,59.272,8.07E-10
13.544,10,5,1539.2455,59.309,8.08E-10
13.554,10,5,1539.2457,59.324,8.08E-10
13.564,10,5,1539.2461,59.353,8.08E-10
13.574,10,5,1539.2464,59.375,8.08E-10
13.584,10,5,1539.2467,59.397,8.09E-10
13.594,10,5,1539.2468,59.404,8.09E-10
13.604,10,5,1539.247,59.419,8.09E-10
13.614,10,5,1539.2474,59.448,8.09E-10
13.624,10,5,1539.2475,59.456,8.10E-10
13.634,10,5,1539.2477,59.47,8.10E-10
13.644,10,5,1539.2478,59.478,8.10E-10
13.654,10,5,1539.248,59.492,8.10E-10
13.664,10,5,1539.2484,59.522,8.10E-10
13.674,10,5,1539.2487,59.544,8.11E-10
13.684,10,5,1539.2488,59.551,8.11E-10
13.694,10,5,1539.2488,59.551,8.11E-10
13.704,10,5,1539.2488,59.551,8.11E-10
13.714,10,5,1539.2488,59.551,8.11E-10
13.724,10,5,1539.2488,59.551,8.11E-10
13.734,10,5,1539.2489,59.559,8.11E-10
13.744,10,5,1539.249,59.566,8.11E-10
13.754,10,5,1539.2491,59.573,8.11E-10
13.764,10,5,1539.2491,59.573,8.11E-10
13.774,10,5,1539.2489,59.559,8.11E-10
13.784,10,5,1539.2484,59.522,8.10E-10
13.794,10,5,1539.2482,59.507,8.10E-10
13.804,10,5,1539.2482,59.507,8.10E-10
13.814,10,5,1539.2483,59.514,8.10E-10
13.824,10,5,1539.2478,59.478,8.10E-10
13.834,10,5,1539.2475,59.456,8.10E-10
13.844,10,5,1539.2474,59.448,8.09E-10
13.854,10,5,1539.2472,59.434,8.09E-10
13.864,10,5,1539.2469,59.412,8.09E-10
13.874,10,5,1539.2468,59.404,8.09E-10
13.884,10,5,1539.2468,59.404,8.09E-10
13.894,10,5,1539.2465,59.382,8.09E-10
13.904,10,5,1539.2461,59.353,8.08E-10
13.914,10,5,1539.2459,59.338,8.08E-10
13.924,10,5,1539.2457,59.324,8.08E-10
13.934,10,5,1539.2456,59.316,8.08E-10
13.944,10,5,1539.2457,59.324,8.08E-10
13.954,10,5,1539.2458,59.331,8.08E-10
13.964,10,5,1539.2458,59.331,8.08E-10
13.974,10,5,1539.2455,59.309,8.08E-10
13.984,10,5,1539.2454,59.301,8.07E-10
13.994,10,5,1539.2453,59.294,8.07E-10
14.004,10,5,1539.2454,59.301,8.07E-10
14.014,10,5,1539.2456,59.316,8.08E-10
14.024,10,5,1539.2455,59.309,8.08E-10
14.034,10,5,1539.2453,59.294,8.07E-10
14.044,10,5,1539.2454,59.301,8.07E-10
14.054,10,5,1539.2454,59.301,8.07E-10
14.064,10,5,1539.2457,59.324,8.08E-10
14.074,10,5,1539.2457,59.324,8.08E-10
14.084,10,5,1539.2455,59.309,8.08E-10
14.094,10,5,1539.2452,59.287,8.07E-10
14.104,10,5,1539.2446,59.243,8.07E-10
14.114,10,5,1539.2439,59.191,8.06E-10
14.124,10,5,1539.2434,59.155,8.05E-10
14.134,10,5,1539.2435,59.162,8.06E-10
14.144,10,5,1539.2431,59.133,8.05E-10
14.154,10,5,1539.2426,59.096,8.05E-10
14.164,10,5,1539.2424,59.081,8.04E-10
14.174,10,5,1539.2426,59.096,8.05E-10
14.184,10,5,1539.2428,59.111,8.05E-10
14.194,10,5,1539.2431,59.133,8.05E-10
14.204,10,5,1539.2431,59.133,8.05E-10
14.214,10,5,1539.2431,59.133,8.05E-10
14.224,10,5,1539.2428,59.111,8.05E-10
14.234,10,5,1539.2429,59.118,8.05E-10
14.244,10,5,1539.2428,59.111,8.05E-10
14.254,10,5,1539.2429,59.118,8.05E-10
14.264,10,5,1539.2429,59.118,8.05E-10
14.274,10,5,1539.2429,59.118,8.05E-10
